Username,series_ID,genre
SarahKirby3334,101546,Horror
ShawnMcfar3168,101668,Action
MichaAvila3210,101606,Documentary
TroyTaylo3624,101294,Horror
MeganPerry3630,103641,Animation
AllisNovak3667,105742,Horror
KimShelt3854,105666,Documentary
KyleSmith2980,101332,Arts
JohnLowe3285,101604,Special Interest
ShannStanl3845,100056,Documentary
RoberCraig3173,104633,Comedy
ToddCruz3459,104839,Kids
NormaDavis3896,104981,Action
HeathKaufm3060,101626,Western
JenniMorri3359,104173,Drama
TiffaStone3719,104499,Arts
JustiNiels3764,103311,Horror
StacyPope2975,105426,Action
BrendGarre3044,101783,Comedy
RacheCruz2971,102171,Drama
MelisJorda3187,104029,Action
KatieGriff3431,104838,Comedy
ScottWells3662,102828,Documentary
LindsRay3802,102227,Drama
SamanCarte3461,101800,Action
ChrisLebla3665,100710,Drama
DanieMacia3686,105206,Comedy
JoshuSmith3664,101979,Comedy
TylerStewa3134,100662,Action
PaulCoffe3496,103128,Action
TracyTran3562,105478,Drama
HayleSulli3711,105404,Action
NinaOlive3163,100821,Documentary
MarkCorte3596,105668,Drama
SueChapm3518,103695,Arts
RyanDavis3778,103793,Horror
KristBlack3818,100814,Documentary
LisaSilva2999,103243,Western
KelseRoger3369,103654,Documentary
SeanTurne3318,100912,Comedy
JasmiJacob3616,100714,Arts
JohnMille3302,100003,Kids
JasmiKirk3650,103972,Documentary
MatthWest3126,100006,Documentary
DavidSanch3736,105511,Drama
DonnaJames3799,101835,Drama
LesliAlvar3548,103511,Action
TanyaWilli3249,104322,Comedy
StephMitch3482,105808,Drama
ElizaWilso3100,104388,Comedy
WesleLozan3363,102784,Comedy
KatheWest3823,100869,Drama
CodyMoore3579,105823,Science Fiction
KimbeRusse3569,101886,Suspense
MeghaCunni3731,104381,Action
DianeCopel3274,102819,Action
CarolThoma3113,103361,Arts
PamelWhite3834,103474,Action
HelenJohns3136,102711,Kids
BarbaFranc3421,100674,Special Interest
AndreEdwar3301,104531,Comedy
NathaCruz3238,101727,Action
JohnnBrady2983,102038,Arts
DawnRay3422,100669,Horror
MichaLower3647,100919,Arts
CoreyMoyer3850,102524,Documentary
TanyaSmith3213,100500,Comedy
PatriTate3586,105176,Comedy
SarahNelso3261,103902,Documentary
EricSteph3437,101876,Documentary
KatheHayes3703,102607,Drama
JosepReid3117,105716,Drama
DenisMedin3442,105717,Animation
CathyMeza3181,105830,International
MatthNicho3644,104255,Action
ThomaLewis3091,100643,Comedy
TommyCarro3788,100457,Comedy
SamanNguye3893,104027,Action
LaureWard3265,104490,Kids
EricMurph3212,104280,Drama
TinaGreen3248,100589,Animation
JuditCasti3112,101699,Action
ChrisHubba3848,104942,Drama
ShannFreem3092,104277,Documentary
